US,United States,California,Mariposa County,2020-02-15,47,40,73,,-6,
US,United States,California,Mariposa County,2020-02-16,113,114,216,,2,
US,United States,California,Mariposa County,2020-02-17,51,32,167,,-40,
US,United States,California,Mariposa County,2020-02-18,-1,30,65,,1,
US,United States,California,Mariposa County,2020-02-19,24,17,56,,-2,
US,United States,California,Mariposa County,2020-02-20,19,26,53,,0,
US,United States,California,Mariposa County,2020-02-21,27,31,54,,2,
US,United States,California,Mariposa County,2020-02-22,42,32,47,,-2,
US,United States,California,Mariposa County,2020-02-23,57,48,96,,4,
US,United States,California,Mariposa County,2020-02-24,15,13,27,,5,
US,United States,California,Mariposa County,2020-02-25,0,7,21,,4,
US,United States,California,Mariposa County,2020-02-26,6,9,19,,3,
US,United States,California,Mariposa County,2020-02-27,21,18,29,,4,
US,United States,California,Mariposa County,2020-02-28,13,14,17,,8,
US,United States,California,Mariposa County,2020-02-29,12,7,11,,-2,
US,United States,California,Mariposa County,2020-03-01,-1,30,12,,-2,
US,United States,California,Mariposa County,2020-03-02,12,7,12,,3,
US,United States,California,Mariposa County,2020-03-03,11,17,26,,2,
US,United States,California,Mariposa County,2020-03-04,5,6,25,,0,
US,United States,California,Mariposa County,2020-03-05,22,22,35,,2,
US,United States,California,Mariposa County,2020-03-06,13,9,17,,1,
US,United States,California,Mariposa County,2020-03-07,-2,-4,-23,,-4,
US,United States,California,Mariposa County,2020-03-08,1,14,26,,2,
US,United States,California,Mariposa County,2020-03-09,-11,13,34,,-3,
US,United States,California,Mariposa County,2020-03-10,9,14,24,,2,
US,United States,California,Mariposa County,2020-03-11,0,16,18,,-1,
US,United States,California,Mariposa County,2020-03-12,23,40,45,,2,
US,United States,California,Mariposa County,2020-03-13,5,18,23,,1,
US,United States,California,Mariposa County,2020-03-14,-21,-4,-36,,-14,
US,United States,California,Mariposa County,2020-03-15,-21,14,-37,,-13,
US,United States,California,Mariposa County,2020-03-16,-40,-1,-39,,-22,
US,United States,California,Mariposa County,2020-03-17,-35,14,-22,,-24,
US,United States,California,Mariposa County,2020-03-18,-32,4,-19,,-29,
US,United States,California,Mariposa County,2020-03-19,-31,5,-35,,-28,
US,United States,California,Mariposa County,2020-03-20,-50,-2,-47,,-33,
US,United States,California,Mariposa County,2020-03-21,-67,-44,-83,,-35,
